"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
1145,"6623",Other sales related occupations,Autre personnel assimilé des ventes,Other sales related occupations,,4,1142,2011,427,,A
1146,"671","Food counter attendants, kitchen helpers and related support occupations				",,"Food counter attendants, kitchen helpers & related support occupations    ",,3,1242,2011,428,,
1147,"6711","Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé","Food counter attendants, kitchen helpers & related support occupations",,4,1146,2011,429,,B
1148,"654",Security guards and related security service occupations						,,Security guards & related security service occupations      ,,3,1105,2011,430,,
1149,"6541",Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité,Security guards & related security service occupations,,4,1148,2011,431,,A
1150,"673",Cleaners												,,Cleaners            ,,3,1242,2011,432,,
1151,"6731",Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers,Light duty cleaners,,4,1150,2011,433,,B
1152,"6732",Specialized cleaners,Nettoyeurs spécialisés/nettoyeuses spécialisées,Specialized cleaners,,4,1150,2011,434,,B
1153,"6733","Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles,"Janitors, caretakers & building superintendents",,4,1150,2011,435,,B
1154,"672","Support occupations in accommodation, travel and amusement services				",,"Support occupations in accommodation, travel & amusement services    ",,3,1242,2011,436,,
1155,"6722","Operators and attendants in amusement, recreation and sport","Opérateurs/opératrices et préposés/préposées aux sports, aux loisirs et dans les parcs d'attractions","Operators & attendants in amusement, recreation & sport",,4,1154,2011,437,,A
1156,"6721","Support occupations in accommodation, travel and facilities set-up services","Personnel de soutien en services d'hébergement, de voyage et en services de montage d'installation","Support occupations in accommodation, travel & facilities set-up services",,4,1154,2011,438,,A
1157,"674","Other service support and related occupations, n.e.c.						",,"Other service support & related occupations, n.e.c.      ",,3,1242,2011,439,,
1158,"6741","Dry cleaning, laundry and related occupations",Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé,"Dry cleaning, laundry & related occupations",,4,1157,2011,440,,B
1159,"6742","Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a.","Other service support occupations, n.e.c.",,4,1157,2011,442,,A
1160,"7","Trades, transport and equipment operators and related occupations",,"Trades, transport & equip operators & related occup.",,1,,2011,443,,
1161,"72","Industrial, electrical and construction trades",,"Industrial, electrical & construction trades",,2,1160,2011,444,,
1162,"720","Contractors and supervisors, industrial, electrical and construction trades and related workers	",,"Contractors & supervisors, industrial, electrical & construction trades & related workers ",,3,1161,2011,445,,
1163,"7202","Contractors and supervisors, electrical trades and telecommunications occupations",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en électricité et en télécommunications,"Contractors & supervisors, electrical trades & telecommunications occupations",,4,1162,2011,447,,D
1164,"7203","Contractors and supervisors, pipefitting trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en tuyauterie,"Contractors & supervisors, pipefitting trades",,4,1162,2011,448,,D
1165,"7201","Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé","Contractors & supervisors, machining, metal forming, shaping & erecting trades & related occup.",,4,1162,2011,449,,D
1166,"7204","Contractors and supervisors, carpentry trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en charpenterie,"Contractors & supervisors, carpentry trades",,4,1162,2011,450,,D
1167,"7301","Contractors and supervisors, mechanic trades",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en mécanique,"Contractors & supervisors, mechanic trades",,4,1171,2011,451,,D
1168,"7302","Contractors and supervisors, heavy equipment operator crews",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des équipes d'opérateurs d'équipement lourd,"Contractors & supervisors, heavy equipment operator crews",,4,1171,2011,452,,D
1169,"7303","Supervisors, printing and related occupations",Surveillants/surveillantes de l'imprimerie et du personnel assimilé,"Supervisors, printing & related occupations",,4,1171,2011,453,,A
1170,"7205","Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,"Contractors & supervisors, other construction trades, installers, repairers & servicers",,4,1162,2011,454,,D
1171,"730","Contractors and supervisors, maintenance trades and heavy equipment and transport operators	",,"Contractors & supervisors, maintenance trades & heavy equipment & transport operators ",,3,1208,2011,455,,
1172,"7304","Supervisors, railway transport operations",Surveillants/surveillantes des opérations du transport ferroviaire,"Supervisors, railway transport operations",,4,1171,2011,456,,B
1173,"7305","Supervisors, motor transport and other ground transit operators",Surveillants/surveillantes du transport routier et du transport en commun,"Supervisors, motor transport & other ground transit operators",,4,1171,2011,457,,A
1174,"723","Machining, metal forming, shaping and erecting trades						",,"Machining, metal forming, shaping & erecting trades      ",,3,1161,2011,458,1,
1175,"7231",Machinists and machining and tooling inspectors,Machinistes et vérificateurs/vérificatrices d'usinage et d'outillage,Machinists & machining & tooling inspectors,,4,1174,2011,459,,D
1176,"7232",Tool and die makers,Outilleurs-ajusteurs/outilleuses-ajusteuses,Tool & die makers,,4,1174,2011,460,,D
1177,"724",Electrical trades and electrical power line and telecommunications workers			,,Electrical trades & electrical power line & telecommunications workers   ,,3,1161,2011,461,1,
1178,"7241",Electricians (except industrial and power system),Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques),Electricians (except industrial & power system),,4,1177,2011,462,,D
1179,"7242",Industrial electricians,Électriciens industriels/électriciennes industrielles,Industrial electricians,,4,1177,2011,463,,D
1180,"7243",Power system electricians,Électriciens/électriciennes de réseaux électriques,Power system electricians,,4,1177,2011,464,,D
1181,"7244",Electrical power line and cable workers,Monteurs/monteuses de lignes électriques et de câbles,Electrical power line & cable workers,,4,1177,2011,465,,D
1182,"7245",Telecommunications line and cable workers,Monteurs/monteuses de lignes et de câbles de télécommunications,Telecommunications line & cable workers,,4,1177,2011,466,,A
1183,"7246",Telecommunications installation and repair workers,Installateurs/installatrices et réparateurs/réparatrices de matériel de télécommunications,Telecommunications installation & repair workers,,4,1177,2011,467,,A
1184,"7247",Cable television service and maintenance technicians,Techniciens/techniciennes en montage et en entretien d'installations de câblodistribution,Cable television service & maintenance technicians,,4,1177,2011,468,,A
1185,"725","Plumbers, pipefitters and gas fitters								",,"Plumbers, pipefitters & gas fitters        ",,3,1161,2011,469,1,
1186,"7251",Plumbers,Plombiers/plombières,Plumbers,,4,1185,2011,470,,D
1187,"7252","Steamfitters, pipefitters and sprinkler system installers","Tuyauteurs/tuyauteuses, monteurs/monteuses d'appareils de chauffage et poseurs/poseuses de gicleurs","Steamfitters, pipefitters & sprinkler system installers",,4,1185,2011,471,,D
1188,"7253",Gas fitters,Monteurs/monteuses d'installations au gaz,Gas fitters,,4,1185,2011,472,,D
1189,"7233",Sheet metal workers,Tôliers/tôlières,Sheet metal workers,,4,1174,2011,474,,D
1190,"7234",Boilermakers,Chaudronniers/chaudronnières,Boilermakers,,4,1174,2011,475,,D
1191,"7235",Structural metal and platework fabricators and fitters,Assembleurs/assembleuses et ajusteurs/ajusteuses de plaques et de charpentes métalliques,Structural metal & platework fabricators & fitters,,4,1174,2011,476,,D
1192,"7236",Ironworkers,Monteurs/monteuses de charpentes métalliques,Ironworkers,,4,1174,2011,477,,D
1193,"7237",Welders and related machine operators,Soudeurs/soudeuses et opérateurs/opératrices de machines à souder et à braser,Welders & related machine operators,,4,1174,2011,478,,D
1194,"727",Carpenters and cabinetmakers									,,Carpenters & cabinetmakers         ,,3,1161,2011,480,1,
1195,"7271",Carpenters,Charpentiers-menuisiers/charpentières-menuisières,Carpenters,,4,1194,2011,481,,D
1196,"7272",Cabinetmakers,Ébénistes,Cabinetmakers,,4,1194,2011,482,,D
1197,"728",Masonry and plastering trades									,,Masonry & plastering trades         ,,3,1161,2011,483,1,
1198,"7281",Bricklayers,Briqueteurs-maçons/briqueteuses-maçonnes,Bricklayers,,4,1197,2011,484,,D
1199,"7282",Concrete finishers,Finisseurs/finisseuses de béton,Concrete finishers,,4,1197,2011,485,,B
1200,"7283",Tilesetters,Carreleurs/carreleuses,Tilesetters,,4,1197,2011,486,,D
1201,"7284","Plasterers, drywall installers and finishers and lathers","Plâtriers/plâtrières, poseurs/poseuses et finisseurs/finisseuses de systèmes intérieurs et latteurs/latteuses","Plasterers, drywall installers & finishers & lathers",,4,1197,2011,487,,D
1202,"729",Other construction trades										,,Other construction trades          ,,3,1161,2011,488,1,
1203,"7291",Roofers and shinglers,Couvreurs/couvreuses et poseurs/poseuses de bardeaux,Roofers & shinglers,,4,1202,2011,489,,B
1204,"7292",Glaziers,Vitriers/vitrières,Glaziers,,4,1202,2011,490,,D
1205,"7293",Insulators,Calorifugeurs/calorifugeuses,Insulators,,4,1202,2011,491,,D
1206,"7294",Painters and decorators (except interior decorators),Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur),Painters & decorators (except interior decorators),,4,1202,2011,492,,B
1207,"7295",Floor covering installers,Poseurs/poseuses de revêtements d'intérieur,Floor covering installers,,4,1202,2011,493,,B
1208,"73",Maintenance and equipment operation trades,,Maintenance & equipment operation trades,,2,1160,2011,494,,
1209,"731",Machinery and transportation equipment mechanics (except motor vehicle)				,,Machinery & transportation equipment mechanics (except motor vehicle)    ,,3,1208,2011,495,1,
1210,"7311",Construction millwrights and industrial mechanics,Mécaniciens/mécaniciennes de chantier et mécaniciens industriels/mécaniciennes industrielles,Construction millwrights & industrial mechanics,,4,1209,2011,496,,D
1211,"7312",Heavy-duty equipment mechanics,Mécaniciens/mécaniciennes d'équipement lourd,Heavy-duty equipment mechanics,,4,1209,2011,497,,D
1212,"7313","Heating, refrigeration and air conditioning mechanics","Mécaniciens/mécaniciennes en chauffage, réfrigération et climatisation",Refrigeration & air conditioning mechanics,,4,1209,2011,498,,D
1213,"7314",Railway carmen/women,Réparateurs/réparatrices de wagons,Railway carmen/women,,4,1209,2011,499,,D
1214,"7315",Aircraft mechanics and aircraft inspectors,Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs,Aircraft mechanics & aircraft inspectors,,4,1209,2011,500,,D
1215,"7316",Machine fitters,Ajusteurs/ajusteuses de machines,Machine fitters,,4,1209,2011,501,,A
1216,"7318",Elevator constructors and mechanics,Constructeurs/constructrices et mécaniciens/mécaniciennes d'ascenseurs,Elevator constructors & mechanics,,4,1209,2011,503,,D
1217,"732",Automotive service technicians									,,Automotive service technicians         ,,3,1208,2011,504,1,
1218,"7321","Automotive service technicians, truck and bus mechanics and mechanical repairers","Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus","Automotive service technicians, truck & bus mechanics & mechanical repairers",,4,1217,2011,505,,D
1219,"7322",Motor vehicle body repairers,Débosseleurs/débosseleuses et réparateurs/réparatrices de carrosserie,Motor vehicle body repairers,,4,1217,2011,506,,D
1220,"733",Other mechanics and related repairers								,,Other mechanics & related repairers        ,,3,1208,2011,507,1,
1221,"7331",Oil and solid fuel heating mechanics,Installateurs/installatrices de brûleurs à l'huile et à combustibles solides,Oil & solid fuel heating mechanics,,4,1220,2011,508,,D
1222,"7332",Appliance servicers and repairers,Réparateurs/réparatrices et préposés/préposées à l'entretien d'appareils,Appliance servicers & repairers,,4,1220,2011,509,,D
1223,"7333",Electrical mechanics,Électromécaniciens/électromécaniciennes,Electrical mechanics,,4,1220,2011,510,,D
1224,"7334","Motorcycle, all-terrain vehicle and other related mechanics","Mécaniciens/mécaniciennes de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé","Motorcycle, all-terrain vehicle & other related mechanics",,4,1220,2011,511,,D
1225,"7335",Other small engine and small equipment repairers,Autres réparateurs/réparatrices de petits moteurs et de petits équipements,Other small engine & small equipment repairers,,4,1220,2011,512,,A
1226,"6345",Upholsterers,Tapissiers-garnisseurs/tapissières-garnisseuses,Upholsterers,,4,1100,2011,514,,B
1227,"6342","Tailors, dressmakers, furriers and milliners","Tailleurs/tailleuses, couturiers/couturières, fourreurs/fourreuses et modistes","Tailors, dressmakers, furriers & milliners",,4,1100,2011,515,,A
1228,"6343",Shoe repairers and shoemakers,Cordonniers/cordonnières et fabricants/fabricantes de chaussures,Shoe repairers & shoemakers,,4,1100,2011,516,,B
1229,"6344","Jewellers, jewellery and watch repairers and related occupations","Bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé","Jewellers, jewellery & watch repairers & related occupations",,4,1100,2011,517,,A
1230,"924",Utilities equipment operators and controllers							,,Utilities equipment operators & controllers       ,,3,1318,2011,518,,
1231,"9241",Power engineers and power systems operators,Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux électriques,Power engineers & power systems operators,,4,1230,2011,519,,A
1232,"736",Train crew operating occupations									,,Train crew operating occupations         ,,3,1208,2011,521,,
1233,"7361",Railway and yard locomotive engineers,Mécaniciens/mécaniciennes de locomotive et de cour de triage,Railway & yard locomotive engineers,,4,1232,2011,522,,A
1234,"7362",Railway conductors and brakemen/women,Chefs de train et serre-freins,Railway conductors & brakemen/women,,4,1232,2011,523,,A
1235,"737","Crane operators, drillers and blasters								",,"Crane operators, drillers & blasters        ",,3,1208,2011,524,1,
1236,"7371",Crane operators,Grutiers/grutières,Crane operators,,4,1235,2011,525,,D
1237,"7372","Drillers and blasters - surface mining, quarrying and construction","Foreurs/foreuses et dynamiteurs/dynamiteuses de mines à ciel ouvert, de carrières et de chantiers de construction","Drillers & blasters - surface mining, quarrying & construction",,4,1235,2011,526,,D
1238,"7373",Water well drillers,Foreurs/foreuses de puits d'eau,Water well drillers,,4,1235,2011,527,,D
1239,"738","Printing press operators and other trades and related occupations, n.e.c.				",,"Printing press operators & other trades & related occupations, n.e.c.    ",,3,1208,2011,528,,
1240,"7381",Printing press operators,Opérateurs/opératrices de presses à imprimer,Printing press operators,,4,1239,2011,529,,B
1241,"7384","Other trades and related occupations, n.e.c.","Autre personnel des métiers et personnel assimilé, n.c.a.","Other trades & related occupations, n.e.c.",,4,1239,2011,531,,D
1242,"67","Service support and other service occupations, n.e.c.",,"Service support & other service occupations, n.e.c.",,2,1074,2011,532,,
1243,"74","Other installers, repairers and servicers and material handlers",,"Other installers, repairers & servicers & material handlers",,2,1160,2011,532,,
1244,"75",Transport and heavy equipment operation and related maintenance occupations,,Transport & heavy equipment operation & related maintenance occupations,,2,1160,2011,532,,
1245,"751",Motor vehicle and transit drivers									,,Motor vehicle & transit drivers         ,,3,1244,2011,533,,
1246,"7511",Transport truck drivers,Conducteurs/conductrices de camions de transport,Transport truck drivers,,4,1245,2011,534,,B
1247,"7512","Bus drivers, subway operators and other transit operators",Conducteurs/conductrices d'autobus et opérateurs/opératrices de métro et autres transports en commun,"Bus drivers, subway operators & other transit operators",,4,1245,2011,535,,A
1248,"7513",Taxi and limousine drivers and chauffeurs,"Chauffeurs/chauffeuses de taxi, chauffeurs/chauffeuses de limousine et chauffeurs/chauffeuses",Taxi & limousine drivers & chauffeurs,,4,1245,2011,536,,B
1249,"7514",Delivery and courier service drivers,Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie,Delivery & courier service drivers,,4,1245,2011,537,,B
1250,"752",Heavy equipment operators										,,Heavy equipment operators          ,,3,1244,2011,538,1,
1251,"7521",Heavy equipment operators (except crane),Conducteurs/conductrices d'équipement lourd (sauf les grues),Heavy equipment operators (except crane),,4,1250,2011,539,,D
1252,"7522",Public works maintenance equipment operators and related workers,Conducteurs/conductrices de machinerie d'entretien public et personnel assimilé,Public works maintenance equipment operators & related workers,,4,1250,2011,540,,B
1253,"753",Other transport equipment operators and related maintenance workers				,,Other transport equipment operators & related maintenance workers    ,,3,1244,2011,541,,
1254,"7531",Railway yard and track maintenance workers,Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée,Railway yard & track maintenance workers,,4,1253,2011,543,,B
1255,"7532",Water transport deck and engine room crew,Matelots de pont et matelots de salle des machines du transport par voies navigables,Water transport deck & engine room crew,,4,1253,2011,544,,A
1256,"7533",Boat and cable ferry operators and related occupations,"Opérateurs/opératrices de bateau à moteur, de bac à câble et personnel assimilé",Boat & cable ferry operators & related occupations,,4,1253,2011,546,,A
1257,"7534",Air transport ramp attendants,Agents/agentes de piste dans le transport aérien,Air transport ramp attendants,,4,1253,2011,548,,B
1258,"744","Other installers, repairers and servicers								",,"Other installers, repairers & servicers        ",,3,1243,2011,549,,
1259,"7441",Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Residential & commercial installers & servicers,,4,1258,2011,550,,B
1260,"7442",Waterworks and gas maintenance workers,Personnel d'entretien des canalisations d'eau et de gaz,Waterworks & gas maintenance workers,,4,1258,2011,551,,A
1261,"7535",Other automotive mechanical installers and servicers,Autres préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles,Other automotive mechanical installers & servicers,,4,1253,2011,552,,B
1262,"7444",Pest controllers and fumigators,Fumigateurs/fumigatrices et préposés/préposées au contrôle de la vermine,Pest controllers & fumigators,,4,1258,2011,553,,A
1263,"7445",Other repairers and servicers,Autres réparateurs/réparatrices et préposés/préposées à l'entretien,Other repairers & servicers,,4,1258,2011,554,,A
1264,"745",Longshore workers and material handlers								,,Longshore workers & material handlers        ,,3,1243,2011,555,,
1265,"7451",Longshore workers,Débardeurs/débardeuses,Longshore workers,,4,1264,2011,556,,B
1266,"7452",Material handlers,Manutentionnaires,Material handlers,,4,1264,2011,557,,B
1267,"76","Trades helpers, construction labourers and related occupations",,"Trades helpers, construction labourers & related occupations",,2,1160,2011,558,,
1268,"761",Trades helpers and labourers									,,Trades helpers & labourers         ,,3,1267,2011,559,,
1269,"7611",Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction,Construction trades helpers & labourers,,4,1268,2011,560,,B
1270,"7612",Other trades helpers and labourers,Autres manoeuvres et aides de soutien de métiers,Other trades helpers & labourers,,4,1268,2011,561,,D
1271,"762","Public works and other labourers, n.e.c.								",,"Public works & other labourers, n.e.c.        ",,3,1267,2011,562,,
1272,"7621",Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics,Public works & maintenance labourers,,4,1271,2011,563,,B
1273,"7622",Railway and motor transport labourers,Manoeuvres dans le transport ferroviaire et routier,Railway & motor transport labourers,,4,1271,2011,564,,B
1274,"8","Natural resources, agriculture and related production occupations",,"Natural resources, agriculture & related prod occup.",,1,,2011,565,,
1275,"82","Supervisors and technical occupations in natural resources, agriculture and related production",,"Supervisors & technical occupations in natural resources, agriculture & related prod",,2,1274,2011,566,,
1276,"821","Supervisors, logging and forestry									",,"Supervisors, logging & forestry         ",,3,1275,2011,567,,
1277,"8211","Supervisors, logging and forestry",Surveillants/surveillantes de l'exploitation forestière,"Supervisors, logging & forestry",,4,1276,2011,568,,A
1278,"822","Contractors and supervisors, mining, oil and gas							",,"Contractors & supervisors, mining, oil & gas       ",,3,1275,2011,569,,
1279,"8221","Supervisors, mining and quarrying",Surveillants/surveillantes de l'exploitation des mines et des carrières,"Supervisors, mining & quarrying",,4,1278,2011,570,,A
1280,"8222","Contractors and supervisors, oil and gas drilling and services",Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz,"Contractors & supervisors, oil & gas drilling & services",,4,1278,2011,571,,D
1281,"823","Underground miners, oil and gas drillers and related occupations					",,"Underground miners, oil & gas drillers & related occupations     ",,3,1275,2011,572,,
1282,"8231",Underground production and development miners,"Mineurs/mineuses d'extraction et de préparation, mines souterraines",Underground production & development miners,,4,1281,2011,573,,D
1283,"8232","Oil and gas well drillers, servicers, testers and related workers",Foreurs/foreuses et personnel de mise à l'essai et des autres services reliés à l'extraction de pétrole et de gaz,"Oil & gas well drillers, servicers, testers & related workers",,4,1281,2011,574,,B
1284,"824",Logging machinery operators									,,Logging machinery operators         ,,3,1275,2011,575,,
1285,"8241",Logging machinery operators,Conducteurs/conductrices de machines d'abattage d'arbres,Logging machinery operators,,4,1284,2011,576,,B
1286,"825","Contractors and supervisors, agriculture, horticulture and related operations and services	",,"Contractors & supervisors, agriculture, horticulture & related operations & services ",,3,1275,2011,577,,
1287,"082","Managers in agriculture, horticulture and aquaculture						 ",,"Managers in agriculture, horticulture & aquaculture       ",,3,775,2011,577,,
1288,"0821",Managers in agriculture,Gestionnaires en agriculture,Managers in agriculture,,4,1287,2011,578,,A
1289,"8252","Agricultural service contractors, farm supervisors and specialized livestock workers","Entrepreneurs/entrepreneuses de services agricoles, surveillants/surveillantes d'exploitations agricoles et ouvriers spécialisés/ouvrières spécialisées dans l'élevage","Agricultural service contractors, farm supervisors & specialized livestock workers",,4,1286,2011,580,,A
1290,"0822",Managers in horticulture,Gestionnaires en horticulture,Managers in horticulture,,4,1287,2011,581,,A
1291,"8255","Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture","Contractors & supervisors, landscaping, grounds maintenance & horticulture services",,4,1286,2011,582,,B
1292,"0823",Managers in aquaculture,Gestionnaires en aquaculture,Managers in aquaculture,,4,1287,2011,584,,B
1293,"826",Fishing vessel masters and fishermen/women							,,Fishing vessel masters & fishermen/women       ,,3,1275,2011,585,,
1294,"8261",Fishing masters and officers,Capitaines et officiers/officières de bateaux de pêche,Fishing masters & officers,,4,1293,2011,586,,D
1295,"8262",Fishermen/women,Pêcheurs indépendants/pêcheuses indépendantes,Fishermen/women,,4,1293,2011,587,,B
1296,"84","Workers in natural resources, agriculture and related production",,"Workers in natural resources, agriculture & related production",,2,1274,2011,588,,
1297,"841",Mine service workers and operators in oil and gas drilling					,,Mine service workers & operators in oil & gas drilling     ,,3,1296,2011,589,,
1298,"8411",Underground mine service and support workers,Personnel d'entretien et de soutien des mines souterraines,Underground mine service & support workers,,4,1297,2011,590,,D
1299,"8412",Oil and gas well drilling and related workers and services operators,Personnel du forage et de l'entretien des puits de pétrole et de gaz et personnel assimilé,Oil & gas well drilling & related workers & services operators,,4,1297,2011,591,,D
1300,"842",Logging and forestry workers									,,Logging & forestry workers         ,,3,1296,2011,592,,
1301,"8421",Chain saw and skidder operators,Opérateurs/opératrices de scies à chaîne et d'engins de débardage,Chain saw & skidder operators,,4,1300,2011,593,,B
1302,"8422",Silviculture and forestry workers,Ouvriers/ouvrières en sylviculture et en exploitation forestière,Silviculture & forestry workers,,4,1300,2011,594,,A
1303,"843",Agriculture and horticulture workers								,,Agriculture & horticulture workers        ,,3,1296,2011,595,,
1304,"8431",General farm workers,Ouvriers/ouvrières agricoles,General farm workers,,4,1303,2011,596,,B
1305,"8432",Nursery and greenhouse workers,Ouvriers/ouvrières de pépinières et de serres,Nursery & greenhouse workers,,4,1303,2011,597,,B
1306,"844",Other workers in fishing and trapping and hunting occupations					,,Other workers in fishing & trapping & hunting occupations     ,,3,1296,2011,598,,
1307,"8441",Fishing vessel deckhands,Matelots de pont sur les bateaux de pêche,Fishing vessel deckhands,,4,1306,2011,599,,B
1308,"8442",Trappers and hunters,Trappeurs/trappeuses et chasseurs/chasseuses,Trappers & hunters,,4,1306,2011,600,,C
1309,"86","Harvesting, landscaping and natural resources labourers",,"Harvesting, landscaping & natural resources labourers",,2,1274,2011,601,,
1310,"861","Harvesting, landscaping and natural resources labourers						",,"Harvesting, landscaping & natural resources labourers      ",,3,1309,2011,602,,
1311,"8611",Harvesting labourers,Manoeuvres à la récolte,Harvesting labourers,,4,1310,2011,603,,C
1312,"8612",Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains,Landscaping & grounds maintenance labourers,,4,1310,2011,604,,B
1313,"8613",Aquaculture and marine harvest labourers,Manoeuvres de l'aquaculture et de la mariculture,Aquaculture & marine harvest labourers,,4,1310,2011,605,,B
1314,"8614",Mine labourers,Manoeuvres des mines,Mine labourers,,4,1310,2011,606,,B
1315,"8615","Oil and gas drilling, servicing and related labourers","Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé","Oil & gas drilling, servicing & related labourers",,4,1310,2011,607,,B
1316,"8616",Logging and forestry labourers,Manoeuvres de l'exploitation forestière,Logging & forestry labourers,,4,1310,2011,608,,B
1317,"9",Manufacturing and utilities occupations,,Occupations in manufacturing & utilities,,1,,2011,609,,
1318,"92","Processing, manufacturing and utilities supervisors and central control operators",,"Processing, manufacturing & utilities supervisors & central control operators",,2,1317,2011,610,,
1319,"921","Supervisors, processing and manufacturing occupations						",,"Supervisors, processing & manufacturing occupations      ",,3,1318,2011,611,,
1320,"9211","Supervisors, mineral and metal processing",Surveillants/surveillantes dans la transformation des métaux et des minerais,"Supervisors, mineral & metal processing",,4,1319,2011,612,,A
1321,"9212","Supervisors, petroleum, gas and chemical processing and utilities","Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique","Supervisors, petroleum, gas & chemical processing & utilities",,4,1319,2011,613,,A
1322,"9213","Supervisors, food and beverage processing",Surveillants/surveillantes dans la transformation des aliments et des boissons,"Supervisors, food, beverage & associated products processing",,4,1319,2011,614,,A
1323,"9214","Supervisors, plastic and rubber products manufacturing",Surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique,"Supervisors, plastic & rubber products manufacturing",,4,1319,2011,615,,B
1324,"9215","Supervisors, forest products processing",Surveillants/surveillantes dans la transformation des produits forestiers,"Supervisors, forest products processing",,4,1319,2011,616,,B
1325,"922","Supervisors, assembly and fabrication								",,"Supervisors, assembly & fabrication        ",,3,1318,2011,618,,
1326,"9221","Supervisors, motor vehicle assembling",Surveillants/surveillantes dans la fabrication de véhicules automobiles,"Supervisors, motor vehicle assembling",,4,1325,2011,619,,B
1327,"9222","Supervisors, electronics manufacturing",Surveillants/surveillantes dans la fabrication de matériel électronique,"Supervisors, electronics manufacturing",,4,1325,2011,620,,A
1328,"9223","Supervisors, electrical products manufacturing",Surveillants/surveillantes dans la fabrication d'appareils électriques,"Supervisors, electrical products manufacturing",,4,1325,2011,621,,A
1329,"9224","Supervisors, furniture and fixtures manufacturing",Surveillants/surveillantes dans la fabrication de meubles et d'accessoires,"Supervisors, furniture & fixtures manufacturing",,4,1325,2011,622,,B
1330,"9217","Supervisors, textile, fabric, fur and leather products processing and manufacturing","Surveillants/surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir","Supervisors, textile, fabric, fur & leather products processing & manufacturing",,4,1319,2011,623,,B
1331,"9226","Supervisors, other mechanical and metal products manufacturing",Surveillants/surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques,"Supervisors, other mechanical & metal products manufacturing",,4,1325,2011,624,,A
1332,"9227","Supervisors, other products manufacturing and assembly",Surveillants/surveillantes dans la fabrication et le montage de produits divers,"Supervisors, other products manufacturing & assembly",,4,1325,2011,625,,A
1333,"923",Central control and process operators in processing and manufacturing				,,Central control & process operators in processing & manufacturing    ,,3,1318,2011,626,,
1334,"9231","Central control and process operators, mineral and metal processing",Opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais,"Central control & process operators, mineral & metal processing",,4,1333,2011,627,,A
1335,"9232","Central control and process operators, petroleum, gas and chemical processing",Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,"Petroleum, gas & chemical process operators",,4,1333,2011,628,,A
