Niveau,Structure hiérarchique,Code dela CNP 2021 v1.0,Titres de classes,Définitions de la classe
2,Grand groupe,92,"Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices et contrôleurs/contrôleuses d'utilités publiques","Ce grand groupe comprend le personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices et contrôleurs/contrôleuses d'utilités publiques. Ces professions viennent avec la Formation, études, expérience et responsabilités (FEER) identifiées comme FEER 2. Les professions du FEER 2, comme celles incluses dans ce grand groupe avec 2 comme deuxième chiffre dans leur code, exigent généralement l'achèvement d'un programme d'études postsecondaires de deux à trois ans dans un collège communautaire, un institut de technologie ou un cégep; ou l'achèvement d'un programme de formation en apprentissage de deux à cinq ans; ou des responsabilités de supervision ou des responsabilités importantes en matières de sécurité; ou l'accumulation de plusieurs années d'expérience dans une profession connexe trouvée dans FEER 3, le cas échéant (FEER 3 inclut des professions avec 3 comme deuxième chiffre dans leur code)."
3,Sous-grand groupe,920,"Surveillants/surveillantes dans la transformation, la fabrication et le montage","Ce sous-grand groupe comprend les surveillants/surveillantes dans la transformation, la fabrication et le montage."
4,Sous-groupe,9201,Surveillants/surveillantes dans la transformation et la fabrication,"Ce sous-groupe comprend les surveillants/surveillantes dans la transformation et la fabrication, y compris les surveillants/surveillantes dans la transformation des métaux et des minerais; les surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique; les surveillants/surveillantes dans la transformation des aliments et des boissons; les surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique; les surveillants/surveillantes dans la transformation des produits forestiers; et les surveillants/surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir.  Ils/elles travaillent dans des usines de traitement des métaux et des minerais, les usines de confection du ciment, les usines et fonderies d'argile, de verre et de pierre; pour des entreprises de traitement du pétrole et du gaz naturel, des entreprises pétrochimiques et de pipelines, des entreprises de produits chimiques et pharmaceutiques, des services publics d'électricité, des services de traitement de l'eau et des déchets; dans des usines de transformation des fruits et des légumes, des laiteries, des minoteries, des pâtisseries, des raffineries de sucre, des usines de traitement du poisson et de transformation des viandes, des brasseries, et d'autres établissements de transformation des aliments, des boissons et des produits connexes; dans des compagnies de fabrication de produits de caoutchouc et de plastique et dans les divisions des pièces en plastique d'autres compagnies de fabrication; dans des usines de pâtes et papiers et de façonnage du papier, des scieries, des usines de traitement du bois et de rabotage du bois, des usines de fabrication de panneaux de particules et d'autres entreprises de traitement du bois; dans des usines de fabrication de textiles, des tanneries, et d'autres fabricants de produits en tissu, en fourrure et en cuir."
5,Groupe de base,92010,Surveillants/surveillantes dans la transformation des métaux et des minerais,"Les surveillants dans la transformation des métaux et des minerais supervisent et coordonnent les activités des travailleurs qui travaillent à la transformation et la fabrication des métaux et des minerais. Ils travaillent dans des usines de traitement des métaux et des minerais, telles que les usines d'affinage du cuivre, du plomb et du zinc, les usines de traitement de l'uranium, les aciéries, les alumineries, les usines d'affinage de métaux précieux, les usines de confection du ciment, les usines et fonderies d'argile, de verre et de pierre."
5,Groupe de base,92011,"Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique","Les surveillants dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique supervisent et coordonnent le travail des ouvriers des groupes de base suivants : (93101) Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques, (92100) Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux énergiques, (92101) Opérateurs/opératrices d'installations du traitement de l'eau et des déchets, (94110) Opérateurs/opératrices d'installations de traitement des produits chimiques et (95102) Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique. Ils travaillent pour des entreprises de traitement du pétrole et du gaz naturel, des entreprises pétrochimiques et de pipelines, des entreprises de produits chimiques et pharmaceutiques, des services publics d'électricité, des services de traitement de l'eau et des déchets et pour une gamme variée d'autres entreprises et d'établissements."
5,Groupe de base,92012,Surveillants/surveillantes dans la transformation des aliments et des boissons,"Les surveillants dans la transformation des aliments et des boissons supervisent et coordonnent les tâches des ouvriers qui font fonctionner des machines utilisées dans la transformation et l'emballage, ainsi que les ouvriers au classement des produits alimentaires et des boissons. Ils travaillent dans des usines de transformation des fruits et des légumes, des laiteries, des minoteries, des pâtisseries, des raffineries de sucre, des usines de traitement du poisson et de transformation des viandes, des brasseries, et d'autres établissements de transformation des aliments et des boissons."
5,Groupe de base,92013,Surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique,"Les surveillants dans la fabrication de produits en caoutchouc et en plastique supervisent et coordonnent le travail des ouvriers qui font fonctionner des machines de transformation et qui fabriquent, assemblent et vérifient des produits en caoutchouc et en plastique. Ils travaillent dans des compagnies de fabrication de produits de caoutchouc et de plastique et dans les divisions des pièces en plastique d'autres compagnies de fabrication."
5,Groupe de base,92014,Surveillants/surveillantes dans la transformation des produits forestiers,"Les surveillants dans la transformation des produits forestiers supervisent et coordonnent les activités des travailleurs qui travaillent dans la production des pâtes et papiers et dans la transformation et la fabrication du bois. Ils travaillent dans des usines de pâtes et papiers et de façonnage du papier, des scieries, des usines de traitement du bois et de rabotage du bois, des usines de fabrication de panneaux de particules et d'autres entreprises de traitement du bois."
5,Groupe de base,92015,"Surveillants/surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir","Les surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir supervisent et coordonnent les activités des ouvriers qui travaillent à la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir. Ils travaillent dans des usines de fabrication de textiles, des tanneries, et d'autres fabricants de produits en tissu, en fourrure et en cuir."
4,Sous-groupe,9202,Surveillants/surveillantes dans la fabrication et le montage,"Ce sous-groupe comprend les surveillants/surveillantes dans la fabrication et le montage, y compris les surveillants/surveillantes dans la fabrication de véhicules automobiles; les surveillants/surveillantes dans la fabrication de matériel électronique et d'appareils électriques; les surveillants/surveillantes dans la fabrication de meubles et d'accessoires; les surveillants/surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques; et surveillants/surveillantes dans la fabrication et le montage de produits divers. Ils/elles travaillent dans des usines qui fabriquent des automobiles, des fourgonnettes et des camions légers; des usines de fabrication d'électronique; les établissements de fabrication de meubles et d'accessoires; les entreprises qui fabriquent des produits électriques; et une grande variété d'autres entreprises manufacturières."
5,Groupe de base,92020,Surveillants/surveillantes dans la fabrication de véhicules automobiles,"Les surveillants dans la fabrication de véhicules automobiles supervisent et coordonnent les activités des travailleurs des services de production de véhicules automobiles. Ils travaillent dans des usines de fabrication d'automobiles, de fourgonnettes et de petits camions."
5,Groupe de base,92021,Surveillants/surveillantes dans la fabrication de matériel électronique et d'appareils électriques,"Les surveillants dans la fabrication de matériel électronique supervisent et coordonnent les tâches des travailleurs dans l'assemblage, la fabrication, les essais, la réparation et l'inspection des pièces, des composants et des systèmes électroniques. Ils travaillent dans des établissements de fabrication de matériel électronique. Les surveillants dans la fabrication d'appareils électriques supervisent et coordonnent les activités des travailleurs qui montent, fabriquent et vérifient des composants électriques, des appareils électroménagers, des moteurs et de l'équipement industriel électrique. Ils travaillent dans des compagnies de fabrication d'appareils électriques."
5,Groupe de base,92022,Surveillants/surveillantes dans la fabrication de meubles et d'accessoires,Les surveillants dans la fabrication de meubles et d'accessoires supervisent et coordonnent le travail du personnel chargé de fabriquer des meubles et des accessoires en bois ou en matériaux divers. Ils travaillent dans des usines de fabrication de meubles et d'accessoires.
5,Groupe de base,92023,Surveillants/surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques,"Les surveillants dans la fabrication d'autres produits métalliques et de pièces mécaniques supervisent et coordonnent les activités des travailleurs qui fabriquent, assemblent et inspectent des aéronefs, des pièces d'aéronefs, des carrosseries de camions et d'autobus, des semi-remorques, des pièces d'automobiles, des moteurs, des transmissions, du matériel de chauffage, du matériel de climatisation et de réfrigération commerciales et d'autres produits métalliques semblables. Ils travaillent dans diverses usines de fabrication."
5,Groupe de base,92024,Surveillants/surveillantes dans la fabrication et le montage de produits divers,"Les surveillants dans la fabrication et le montage de produits divers supervisent et coordonnent les activités des travailleurs qui assemblent, fabriquent et inspectent divers produits tels que des bijoux, des horloges et des montres, des produits de menuiserie, des articles de sport, des jouets et d'autres produits divers. Ils travaillent dans une gamme variée de compagnies de fabrication."
3,Sous-grand groupe,921,Opérateurs/opératrices et contrôleurs/contrôleuses d'équipements d'utilités publiques,"Ce sous-grand groupe comprend les opérateurs/opératrices et contrôleurs/contrôleuses d'équipements d'utilités publiques, y compris les mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux électriques, et les opérateurs/opératrices d'installations du traitement de l'eau et des déchets."
4,Sous-groupe,9210,Opérateurs/opératrices et contrôleurs/contrôleuses d'équipements d'utilités publiques,"Ce sous-groupe comprend les opérateurs/opératrices et contrôleurs/contrôleuses d'équipements d'utilités publiques, y compris les mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux électriques, et les opérateurs/opératrices d'installations du traitement de l'eau et des déchets. Ils/elles travaillent dans des centrales électriques, des services publics d'électricité, des usines de fabrication, des centres hospitaliers, des universités et des établissements gouvernementaux et des établissements commerciaux; et pour des administrations municipales, des installations industrielles, dans les installations de compostage et autres services de gestion des déchets."
5,Groupe de base,92100,Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux électriques,"Les mécaniciens de centrales assurent le fonctionnement et l'entretien des réacteurs, des turbines, des chaudières, des générateurs, des machines fixes et des équipements auxiliaires afin de produire de l'électricité et de fournir de la chaleur, de la lumière, de la réfrigération ainsi que d'autres services utilitaires à des établissements commerciaux, institutionnels et industriels, ainsi qu'à d'autres sites de travail. Les opérateurs de réseaux électriques surveillent et utilisent des tableaux de contrôle et de l'équipement connexe dans des centres de commande électrique afin de contrôler la distribution d'énergie électrique dans les réseaux de transmission. Ils travaillent dans des centrales électriques, des services publics d'électricité, des usines de fabrication, des centres hospitaliers, des universités, des établissements gouvernementaux et commerciaux. Ce groupe inclus aussi les apprentis."
5,Groupe de base,92101,Opérateurs/opératrices d'installations du traitement de l'eau et des déchets,"Les opérateurs d'installations du traitement de l'eau surveillent et font fonctionner des systèmes de contrôle informatisés et l'équipement connexe dans des usines de traitement et de filtration de l'eau afin de régler le traitement et la distribution de l'eau. Les opérateurs du traitement des déchets liquides surveillent et font fonctionner des systèmes de contrôle informatisés et l'équipement connexe dans des usines de traitement des eaux usées, des eaux d'égout et des effluents liquides afin de régler le traitement et l'élimination de l'eau d'égout et des déchets. Ils travaillent pour des administrations municipales et des installations industrielles. Ce groupe de base inclut également les opérateurs de traitement des déchets dans les installations de compostage et autres services de gestion des déchets."
2,Grand groupe,93,Opérateurs/opératrices de poste central de contrôle et monteurs/monteuses et inspecteurs/inspectrices de montage d'aéronefs,"Ce grand groupe comprend les opérateurs/opératrices de poste central de contrôle et monteurs/monteuses et inspecteurs/inspectrices de montage d'aéronefs. Ces professions viennent avec la Formation, études, expérience et responsabilités (FEER) identifiées comme FEER 3. Les professions du FEER 3, comme celles incluses dans ce grand groupe avec 3 comme deuxième chiffre dans leur code, exigent généralement l'achèvement d'un programme d'études postsecondaires de moins de deux ans dans un collège communautaire, un institut de technologie ou un cégep; ou l'achèvement d'un programme de formation en apprentissage de moins de deux ans; ou de la formation en cours d'emploi, cours de formation ou expérience de travail particulière de plus de six mois ou des études secondaires partielles; ou l'accumulation de plusieurs années d'expérience d'une profession connexe trouvée dans FEER 4, le cas échéant (FEER 4 inclut des professions avec 4 comme deuxième chiffre dans leur code)."
3,Sous-grand groupe,931,Opérateurs/opératrices de poste central de contrôle dans les procédés de transformation et de fabrication,"Ce sous-grand groupe comprend les opérateurs/opératrices de poste central de contrôle dans les procédés de transformation et de fabrication, y compris les opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais; les opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques; et opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage."
4,Sous-groupe,9310,Opérateurs/opératrices de poste central de contrôle dans les procédés de transformation et de fabrication,"Ce sous-groupe comprend les opérateurs/opératrices de poste central de contrôle dans les procédés de transformation et de fabrication, y compris les opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais; les opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques; et opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage. Ils/elles travaillent dans des usines de traitement des métaux et des minerais; dans des raffineries de pétrole, des usines de traitement de gaz naturel, des compagnies pétrochimiques et de pipelines; des compagnies de produits industriels, agricoles et de spécialités chimiques et pharmaceutiques; et dans des usines de pâtes et papiers."
5,Groupe de base,93100,Opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais,"Les opérateurs de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais font fonctionner et surveillent des machines et de l'équipement multifonctionnels afin de contrôler le traitement des minerais, des métaux ou du ciment. Ils travaillent dans des usines de traitement des métaux et des minerais telles que des usines d'affinage du cuivre, du plomb et du zinc, des usines de traitement de l'uranium, des aciéries, des alumineries, des usines d'affinage des métaux précieux et des usines de traitement du ciment."
5,Groupe de base,93101,Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,"Les opérateurs de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques surveillent et font fonctionner des usines pétrolières, pétrochimiques et chimiques et surveillent, ajustent et entretiennent l'équipement et les installations de traitement de ces usines. Ils travaillent dans des raffineries de pétrole, des usines de traitement de gaz naturel, des compagnies pétrochimiques et de pipelines et des compagnies de produits industriels, agricoles et de spécialités chimiques et pharmaceutiques."
5,Groupe de base,93102,"Opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage","Les opérateurs au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage font fonctionner et surveillent le matériel et l'équipement multifonctionnel afin de contrôler le traitement du bois, des résidus de pâte, du papier recyclable, des substances cellulosiques, de la pulpe et du carton. Ils travaillent dans des usines de pâtes et papiers."
3,Sous-grand groupe,932,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs,Ce sous-grand groupe comprend les monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs.
4,Sous-groupe,9320,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs,Ce sous-groupe comprend les monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs. Ils/elles travaillent pour des fabricants d'aéronefs et des sous-ensembles d'aéronefs.
5,Groupe de base,93200,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs,"Les monteurs d'aéronefs montent, ajustent et installent des pièces préfabriquées afin de construire des aéronefs à voilure fixe ou tournante ou des éléments d'aéronefs. Les contrôleurs de montage d'aéronefs vérifient les montages d'aéronefs afin d'assurer la conformité aux spécifications techniques. Ils travaillent pour des fabricants d'aéronefs et des sous-ensembles d'aéronefs."
2,Grand groupe,94,"Opérateurs/opératrices de machines, monteurs/monteuses et inspecteurs/inspectrices dans le traitement, la fabrication et l'impression","Ce grand groupe comprend les opérateurs/opératrices de machines, monteurs/monteuses et inspecteurs/inspectrices dans le traitement, la fabrication et l'impression. Ces professions viennent avec la Formation, études, expérience et responsabilités (FEER) identifiées comme FEER 4. Les professions du FEER 4, comme celles incluses dans ce grand groupe avec 4 comme deuxième chiffre dans leur code, exigent généralement l'achèvement des études secondaires; ou plusieurs semaines de formation en cours d'emploi avec des études secondaires partielles; ou de l'expérience liée aux professions du FEER 5, le cas échéant (FEER 5 inclut des professions avec 5 comme deuxième chiffre dans leur code)."
3,Sous-grand groupe,941,Opérateurs/opératrices de machinerie reliée à la transformation et à la fabrication et autre personnel assimilé,"Ce sous-grand groupe comprend les opérateurs/opératrices de machinerie reliée à la transformation et à la fabrication et autre personnel assimilé, y compris les opérateurs/opératrices de machines dans le traitement et la fabrication des métaux et des minerais et personnel assimilé; les opérateurs/opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé; les opérateurs/opératrices de machines dans la production des pâtes et papiers et dans la transformation et la fabrication du bois et personnel assimilé; les opérateurs/opératrices de machines dans la transformation et la confection de produits textiles, d'articles en tissu, en fourrure et en cuir et personnel assimilé; les opérateurs/opératrices de machines et personnel assimilé dans la transformation des aliments et boissons et produits connexes; et opérateurs/opératrices d'équipement à imprimer et personnel assimilé."
4,Sous-groupe,9410,Opérateurs/opératrices de machines dans le traitement et la fabrication des métaux et des minerais et personnel assimilé,"Ce sous-groupe comprend les opérateurs/opératrices de machines dans le traitement et la fabrication des métaux et des minerais et personnel assimilé, y compris les opérateurs/opératrices de machines dans le traitement des métaux et des minerais; les ouvriers/ouvrières de fonderies; les opérateurs/opératrices de machines à former et à finir le verre et coupeurs/coupeuses de verre; les opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre; les contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des métaux et des minerais; les opérateurs/opératrices de machines à forger et à travailler les métaux; opérateurs/opératrices de machines d'usinage; et les opérateurs/opératrices de machines d'autres produits métalliques. Ils/elles travaillent dans des usines de traitement des métaux et des minerais et des usines de confection de ciment; dans des aciéries et dans des services de fonte des métaux des entreprises de fabrication de produits métalliques; dans des entreprises de fabrication de verre et de produits en verre; dans des entreprises qui fabriquent des produits à base de béton, d'argile et de pierre; dans des usines de traitement des métaux; des usines de fabrication de produits en tôle ou en métaux légers, et d'autres entreprises de fabrication de produits en métal léger; dans des usines de fabrication d'acier de charpentes, de chaudières et de tôles et de machinerie lourde; dans des industries de fabrication de produits métalliques et d'autres industries de fabrication, dans des ateliers d'usinage de pièces; dans les chantiers navals, et dans les industries de fabrication de produits métallurgiques, de machinerie et de matériel de transport."
5,Groupe de base,94100,Opérateurs/opératrices de machines dans le traitement des métaux et des minerais,"Les opérateurs de machines dans le traitement des métaux et des minerais font fonctionner des machines afin de traiter des métaux et des minerais. Ils travaillent dans des usines de traitement des métaux et des minerais, telles que des usines d'affinage du cuivre, du plomb et du zinc, des usines de traitement de l'uranium, des aciéries, des alumineries, des usines d'affinage des métaux précieux et des usines de confection de ciment."
5,Groupe de base,94101,Ouvriers/ouvrières de fonderies,"Les ouvriers de fonderies fabriquent des moules et des noyaux de fonderies, à la main ou à la machine, coulent le métal en fusion et opèrent des fours dans l'industrie de la fonderie. Ils travaillent dans des aciéries et dans des services de fonte des métaux des entreprises de fabrication de produits métalliques."
5,Groupe de base,94102,Opérateurs/opératrices de machines à former et à finir le verre et coupeurs/coupeuses de verre,"Les opérateurs de machines à former et à finir le verre font fonctionner des machines multifonctionnelles de commande des procédés ou des machines à fonction unique afin de fondre, de former, de découper ou de finir des feuilles de verre, des articles en verre, des bouteilles ou d'autres produits en verre. Les coupeurs de verre découpent à la main des feuilles de verre de diverses épaisseurs aux dimensions et formes voulues. Ils travaillent dans des entreprises de fabrication de verre et de produits en verre."
5,Groupe de base,94103,"Opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre","Les opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre coulent et finissent des produits en béton, font fonctionner des machines à extruder, à mouler, à compresser et à cuire des produits en argile et utilisent des machines pour former, couper et finir les produits en pierre. Ils travaillent dans des entreprises qui fabriquent des produits à base de béton, d'argile et de pierre."
5,Groupe de base,94104,Contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des métaux et des minerais,"Les contrôleurs et les essayeurs dans la transformation des métaux et des minerais contrôlent, trient, échantillonnent et mettent à l'essai les matières premières et les produits obtenus à la suite du traitement des métaux et des minerais. Ils travaillent dans des usines de traitement des métaux et des minerais telles que des usines d'affinerie du cuivre, du plomb et du zinc, des usines de traitement d'uranium, des aciéries, des alumineries, des usines d'affinerie de métaux précieux, des usines de confection du ciment, des usines de traitement et des fonderies d'argile, de verre et de pierre."
5,Groupe de base,94105,Opérateurs/opératrices de machines à forger et à travailler les métaux,"Les opérateurs de machines à travailler les métaux légers font fonctionner des machines servant à façonner et à former des feuilles de tôle ou d'autres pièces ou produits en métal léger. Les opérateurs de machines à travailler les métaux lourds font fonctionner des machines servant à façonner et à former des pièces ou des produits en acier ou autres métaux lourds. Les opérateurs de machines à forger font fonctionner diverses machines pour transformer le métal en formes et en dimensions voulues, et lui imprimer des caractéristiques métallurgiques désirées. Les opérateurs de machines à travailler les métaux légers travaillent dans des usines de fabrication de produits en tôle ou en métaux légers, des tôleries et d'autres entreprises de fabrication de produits en métal léger. Les opérateurs de machines à travailler les métaux lourds travaillent dans des usines de fabrication d'acier de charpentes, de chaudières et de plaques métalliques, des usines de machinerie lourde ainsi que dans des chantiers navals. Les opérateurs de machines à forger travaillent surtout dans les industries de fabrication de produits métallurgiques, de machinerie et de matériel de transport."
5,Groupe de base,94106,Opérateurs/opératrices de machines d'usinage,"Les opérateurs de machines d'usinage règlent, opèrent ou surveillent des machines à couper le métal conçues pour le travail répétitif. Ils travaillent dans des industries de fabrication de produits métalliques et d'autres industries de fabrication, et dans des ateliers d'usinage de pièces. Ce groupe de base comprend les travailleurs qui gravent des pièces de métal à l'eau forte ou les moulent avec des produits chimiques."
5,Groupe de base,94107,Opérateurs/opératrices de machines d'autres produits métalliques,"Les opérateurs de machines d'autres produits métalliques opèrent une ou plusieurs machines automatiques ou à fonctions multiples afin de fabriquer une variété de pièces et de produits métalliques, tels que des treillis métalliques, des clous, des boulons et des chaînes. Ils travaillent dans une gamme variée d'entreprises de fabrication de produits métalliques."
4,Sous-groupe,9411,"Opérateurs/opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé","Ce sous-groupe comprend les opérateurs/opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé, y compris les opérateurs/opératrices d'installations de traitement des produits chimiques; les opérateurs/opératrices de machines de traitement des matières plastiques; et les opérateurs/opératrices de machines de transformation du caoutchouc et personnel assimilé. Ils/elles travaillent dans les industries chimiques, de produits de nettoyage, d'encre et de produits adhésifs; par les services du traitement chimique dans d'autres industries; pour des compagnies de fabrication de produits en plastique; et dans des usines de fabrication de pneus et dans d'autres compagnies de fabrication d'articles en caoutchouc."
5,Groupe de base,94110,Opérateurs/opératrices d'installations de traitement des produits chimiques,"Les opérateurs d'installations de traitement des produits chimiques surveillent et font fonctionner des machines et des dispositifs qui mélangent, malaxent, préparent et emballent une gamme diverse de spécialités chimiques, de produits pharmaceutiques, de produits de nettoyage et de toilette. Ils travaillent principalement dans les industries chimiques, de produits de nettoyage, d'encre et de produits adhésifs. Ils peuvent également travailler dans les services du traitement chimique d'autres industries."
5,Groupe de base,94111,Opérateurs/opératrices de machines de traitement des matières plastiques,"Les opérateurs de machines de traitement des matières plastiques règlent et font fonctionner des malaxeurs, des calandres, des machines à extruder et des machines à mouler les matières plastiques utilisées dans la fabrication de pièces et de produits en plastique. Ils travaillent pour des compagnies de fabrication de produits en plastique."
5,Groupe de base,94112,Opérateurs/opératrices de machines de transformation du caoutchouc et personnel assimilé,Les opérateurs de machines de transformation du caoutchouc et personnel assimilé font fonctionner des machines de traitement du caoutchouc et assemblent et vérifient des articles en caoutchouc. Ils travaillent dans des usines de fabrication de pneus et dans d'autres compagnies de fabrication d'articles en caoutchouc.
4,Sous-groupe,9412,Opérateurs/opératrices de machines dans la production des pâtes et papiers et dans la transformation et la fabrication du bois et personnel assimilé,"Ce sous-groupe comprend les opérateurs/opératrices de machines dans la production des pâtes et papiers et dans la transformation et la fabrication du bois et personnel assimilé, y compris les opérateurs/opératrices de machines à scier dans les scieries; opérateurs/opératrices de machines dans la fabrication et la finition du papier dans les usines de pâte à papier; opérateurs/opératrices de machines à façonner le papier; classeurs/classeuses de bois d'oeuvre et autres vérificateurs/vérificatrices et classeurs/classeuses dans la transformation du bois; et les opérateurs/opératrices de machines à travailler le bois. Ils/elles travaillent dans des scieries et des usines de corroyage; dans des usines de pâtes et papiers; des ateliers de préparation du bois, des usines de pâte à papier, de fabrication de panneaux de particules et d'autres usines de transformation du bois; dans des usines de fabrication de produits en papier; et dans des établissements de fabrication de meubles, d'accessoires et d'autres produits en bois."
5,Groupe de base,94120,Opérateurs/opératrices de machines à scier dans les scieries,"Les opérateurs de machines à scier dans les scieries font fonctionner, surveillent et contrôlent l'équipement automatisé de scierie servant à débiter des billes en pièces de bois brutes et à scier, à fendre, à tailler et à raboter ce premier débit en pièces de différentes dimensions ainsi qu'à scier ou à fendre des bardeaux et des bardeaux de fente. Ils travaillent dans des scieries et des usines de rabotage."
5,Groupe de base,94121,Opérateurs/opératrices de machines dans la fabrication et la finition du papier dans les usines de pâte à papier,"Les opérateurs de machines dans la fabrication et la finition du papier dans les usines de pâte à papier font fonctionner du matériel et divers types de machines servant à produire la pâte à papier et aident les opérateurs au contrôle de la fabrication et de la finition du papier à produire, à enduire et à finir le papier. Ils travaillent dans des usines de pâtes et papiers."
5,Groupe de base,94122,Opérateurs/opératrices de machines à façonner le papier,"Les opérateurs de machines à façonner le papier manoeuvrent diverses machines servant à fabriquer et à assembler des produits en papier, tels que des sacs, des contenants, des boîtes, des enveloppes et d'autres articles semblables. Ils travaillent dans des usines de fabrication de produits en papier."
5,Groupe de base,94123,Classeurs/classeuses de bois d'oeuvre et autres vérificateurs/vérificatrices et classeurs/classeuses dans la transformation du bois,"Les classeurs de bois d'oeuvre et les autres vérificateurs et classeurs dans la transformation du bois vérifient et classent du bois d'oeuvre, des bardeaux, des placages, des panneaux de particules et d'autres produits en bois semblables, afin d'assurer l'absence de défauts et la conformité aux prescriptions de la compagnie, et classent les produits selon les normes de l'industrie. Ils travaillent dans des scieries, des usines de corroyage, de traitement du bois, de fabrication de panneaux de particules et d'autres compagnies de transformation du bois."
5,Groupe de base,94124,Opérateurs/opératrices de machines à travailler le bois,"Les opérateurs de machines à travailler le bois règlent, programment et font fonctionner une ou plusieurs machines à travailler le bois, permettant de fabriquer ou de réparer des pièces en bois pour des meubles, des accessoires ou d'autres produits en bois. Ils travaillent dans des établissements de fabrication de meubles, d'accessoires et d'autres produits en bois."
5,Groupe de base,94129,Autres opérateurs/opératrices de machines dans la transformation du bois,"Les autres opérateurs de machines dans la transformation du bois assurent le fonctionnement et la surveillance du matériel et des machines servant à écorcer les billes, à produire des copeaux de bois, à traiter et à préserver le bois, à fabriquer des panneaux de particules, d'aggloméré, de bois dur et d'isolation, du contreplaqué, des placages et autres produits de bois semblables. Ils travaillent dans des scieries, des ateliers de préparation du bois, des usines de pâte à papier, de corroyage, de traitement du bois, de fabrication de panneaux de particules et d'autres usines de transformation du bois."
